_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,clee,id_establecimiento,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo_establecimiento,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,fecha_alta,area_geo,nombre_clean,razon_social_clean,clase_actividad_clean,estrato_clean,colonia_clean,ubicacion_clean,nivel_educativo_estimado,flag_universidad,flag_media_superior,flag_educacion_basica,estrato_ocupacion_estimado
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09014611698000933000000000U6,12269218,ACADEMIA AMIR MEXICO,ACADEMIA AMIR MEXICO,Otros servicios educativos proporcionados por el sector privado,11 a 30 personas,CALLE,SAMUEL RAMOS MAGAÑA,1157,,DEL VALLE CENTRO,04439,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",,INFOMX@AMIREDUCACION.COM,WWW.AMIRMEXICO.COM,Fijo,-99.16279072,19.3803834,EDIFICIO COMERCIAL Y DE SERVICIOS,1157,SN,0613,012,611698,,61,611,6116,61169,,COLONIA,2026-04,090140001,academia amir mexico,academia amir mexico,otros servicios educativos proporcionados por el sector privado,11 a 30 personas,del valle centro,"benito juarez , benito juarez, ciudad de mexico",capacitacion_otros,False,False,False,11 a 30 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09002611611000371000000000U7,8001026,ACADEMIA ARMONICUM,,Escuelas de arte del sector privado,0 a 5 personas,AVENIDA,AZCAPOTZALCO,364,,NEXTENGO,02070,"AZCAPOTZALCO                                                                                                  , Azcapotzalco, CIUDAD DE MÉXICO",5534623018,,,Fijo,-99.18728807,19.47215219,,,,067A,012,611611,,61,611,6116,61161,,COLONIA,2019-11,090020001,academia armonicum,,escuelas de arte del sector privado,0 a 5 personas,nextengo,"azcapotzalco , azcapotzalco, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09003713943002571000000000U2,9594187,ACADEMIA BALANCE,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,HACIENDA VISTA HERMOSA,254,,CAMPESTRE COYOACÁN,04938,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5554300733,BALACE.COAPA@BLNC.COM.MC,,Fijo,-99.11584515,19.30650328,,,,143A,031,611611,,61,611,6116,61161,,FRACCIONAMIENTO,2024-11,090030001,academia balance,,escuelas de arte del sector privado,0 a 5 personas,campestre coyoacan,"coyoacan , coyoacan, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09003611691000111000000000U7,1004487,ACADEMIA CIENCIAS,,Servicios de profesores particulares,0 a 5 personas,AVENIDA,AZTECAS,692,,AJUSCO,04300,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5556196981,ACADEMIACIENCIAS@GMAIL.COM,,Fijo,-99.16586527,19.31618092,,,,0963,006,611691,,61,611,6116,61169,,COLONIA,2010-07,090030001,academia ciencias,,servicios de profesores particulares,0 a 5 personas,ajusco,"coyoacan , coyoacan, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09004611511000211000000000U3,10060827,ACADEMIA COLOR Y TIJERAS,CIRCE GUTIERREZ,Escuelas del sector privado dedicadas a la enseñanza de oficios,0 a 5 personas,CALLE,PINO,15,,SAN JOSÉ DE LOS CEDROS,05200,"CUAJIMALPA DE MORELOS                                                                                         , Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,COLORANDSCISSORS@GMAIL.COM,,Fijo,-99.28818165,19.37053368,,,,027A,018,611511,,61,611,6115,61151,,COLONIA,2024-11,090040001,academia color y tijeras,circe gutierrez,escuelas del sector privado dedicadas a la ensenanza de oficios,0 a 5 personas,san jose de los cedros,"cuajimalpa de morelos , cuajimalpa de morelos, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09004812110004171000000000U3,7233045,ACADEMIA CRIST BERT,MIGUEL PEREZ,Escuelas del sector privado dedicadas a la enseñanza de oficios,0 a 5 personas,AVENIDA,VERACRUZ,175,,CUAJIMALPA,05000,"CUAJIMALPA DE MORELOS                                                                                         , Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,,Fijo,-99.30159747,19.35142394,,,,0091,006,611511,,61,611,6115,61151,,COLONIA,2019-11,090040001,academia crist bert,miguel perez,escuelas del sector privado dedicadas a la ensenanza de oficios,0 a 5 personas,cuajimalpa,"cuajimalpa de morelos , cuajimalpa de morelos, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09014611411000252001000000U9,962342,ACADEMIA DE ARTE CULINARIO,,Escuelas del sector privado dedicadas a la enseñanza de oficios,6 a 10 personas,CALLE,SERAFIN OLARTE,151,,INDEPENDENCIA,03650,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",5539396015,MBS@SACCHI.COM.MX,WWW.SACCHI.MX,Fijo,-99.14888563,19.38021531,,,,0469,001,611511,,61,611,6115,61151,,COLONIA,2010-07,090140001,academia de arte culinario,,escuelas del sector privado dedicadas a la ensenanza de oficios,6 a 10 personas,independencia,"benito juarez , benito juarez, ciudad de mexico",capacitacion_otros,False,False,False,6 a 10 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09005611611001442000000000U8,10311397,ACADEMIA DE ARTE CULTURA Y BIENESTAR,ACADEMIA DE ARTE CULTURA Y BIENESTAR,Escuelas de arte del sector privado,6 a 10 personas,CALLE,CAMINO ESFUERZO,213,,CAMPESTRE ARAGÓN,07530,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.07810769,19.48996354,,,,1330,017,611611,,61,611,6116,61161,,COLONIA,2024-11,090050001,academia de arte cultura y bienestar,academia de arte cultura y bienestar,escuelas de arte del sector privado,6 a 10 personas,campestre aragon,"gustavo a. madero , gustavo a. madero, ciudad de mexico",capacitacion_otros,False,False,False,6 a 10 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09005611621000511000000000U0,785879,ACADEMIA DE ARTE MARCIAL LIMA LAMA,MASTER CESAR FERNANDEZ MONTIEL,Escuelas de deporte del sector privado,0 a 5 personas,CALZADA,CALZADA DE GUADALUPE,466,,INDUSTRIAL,07800,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",5514512285,,,Fijo,-99.12206422,19.47290696,,,,1275,021,611621,,61,611,6116,61162,,COLONIA,2010-07,090050001,academia de arte marcial lima lama,master cesar fernandez montiel,escuelas de deporte del sector privado,0 a 5 personas,industrial,"gustavo a. madero , gustavo a. madero, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09015611611000231002000000U5,1020872,ACADEMIA DE ARTE SALAZAR,,Escuelas de arte del sector privado,0 a 5 personas,AVENIDA,RIO RHIN,17,,CUAUHTÉMOC,06500,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",5555667061,,,Fijo,-99.16601732,19.43304535,,,,0790,004,611611,,61,611,6116,61161,,COLONIA,2010-07,090150001,academia de arte salazar,,escuelas de arte del sector privado,0 a 5 personas,cuauhtemoc,"cuauhtemoc , cuauhtemoc, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09008611611000321000000000U9,10195290,ACADEMIA DE ARTE START SCENIC ARTS,PRODUCCIONES TEATRALES START SCENIC ARTS,Escuelas de arte del sector privado,0 a 5 personas,AVENIDA,SAN JERONIMO,1423,,SAN JERÓNIMO LÍDICE,10200,"LA MAGDALENA CONTRERAS                                                                                        , La Magdalena Contreras, CIUDAD DE MÉXICO",,STARTSCENICARTSPRODUCCIONES@GMAIL.COM,,Fijo,-99.2315654,19.32108143,CENTRO Y PLAZA COMERCIAL,PLAZA DEL PARQUE,6,0118,005,611611,17,61,611,6116,61161,,COLONIA,2024-11,090080001,academia de arte start scenic arts,producciones teatrales start scenic arts,escuelas de arte del sector privado,0 a 5 personas,san jeronimo lidice,"la magdalena contreras , la magdalena contreras, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09002611611000182001000000U8,668664,ACADEMIA DE ARTE Y DANZA ATTITUDE,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,FLORESTA,72,,CLAVERÍA,02080,"AZCAPOTZALCO                                                                                                  , Azcapotzalco, CIUDAD DE MÉXICO",,CONTSCTO@ACADEMIAATTITUDE.COM.MX,WWW.ACADEMIAATTITUDE.COM.MX,Fijo,-99.18671228,19.46585237,,,,0684,004,611611,,61,611,6116,61161,,COLONIA,2010-07,090020001,academia de arte y danza attitude,,escuelas de arte del sector privado,0 a 5 personas,claveria,"azcapotzalco , azcapotzalco, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09006611611000561000000000U4,10630744,ACADEMIA DE ARTES,,Escuelas de arte del sector privado,0 a 5 personas,EJE VIAL,1 ORIENTE AVENIDA ANDRES MOLINA ENRIQUEZ,498,,MILITAR MARTE,08830,"IZTACALCO                                                                                                     , Iztacalco, CIUDAD DE MÉXICO",5563304539,,,Fijo,-99.12925214,19.38355104,,,,0880,002,611611,,61,611,6116,61161,,COLONIA,2024-11,090060001,academia de artes,,escuelas de arte del sector privado,0 a 5 personas,militar marte,"iztacalco , iztacalco, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09014611611001321000000000U6,10692466,ACADEMIA DE ARTES ESCENICAS,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,CASAS GRANDES,75,,NARVARTE ORIENTE,03020,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",,,,Fijo,-99.14652289,19.39893817,,,,0098,009,611611,,61,611,6116,61161,,COLONIA,2024-11,090140001,academia de artes escenicas,,escuelas de arte del sector privado,0 a 5 personas,narvarte oriente,"benito juarez , benito juarez, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09005611621001541000000000U6,9542483,ACADEMIA DE ARTES MARCIALES ADAM CUAUTEPEC,,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,FRANCISCO VILLA,43,,VALLE DE MADERO,07200,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.13796656,19.55385017,,,,3089,040,611621,,61,611,6116,61162,,COLONIA,2024-11,090050001,academia de artes marciales adam cuautepec,,escuelas de deporte del sector privado,0 a 5 personas,valle de madero,"gustavo a. madero , gustavo a. madero, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09005611621001591000000000U1,9529616,ACADEMIA DE ARTES MARCIALES KITCK FIGHTERS,,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,CARUSO,317,,VALLEJO,07870,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",5516103854,,,Fijo,-99.12962524,19.46878313,,,,1754,023,611621,,61,611,6116,61162,,COLONIA,2024-11,090050001,academia de artes marciales kitck fighters,,escuelas de deporte del sector privado,0 a 5 personas,vallejo,"gustavo a. madero , gustavo a. madero, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09008611621000231000000000U9,11782899,ACADEMIA DE ARTES MARCIALES MOO DUK KUAN,SERGIO BAUTISTA,Escuelas de deporte del sector privado,0 a 5 personas,CALLE,12 DE OCTUBRE,8,,HUAYATLA,10360,"LA MAGDALENA CONTRERAS                                                                                        , La Magdalena Contreras, CIUDAD DE MÉXICO",5615220038,,,Fijo,-99.26102014,19.30854443,,,,0404,023,611621,,61,611,6116,61162,,COLONIA,2025-04,090080001,academia de artes marciales moo duk kuan,sergio bautista,escuelas de deporte del sector privado,0 a 5 personas,huayatla,"la magdalena contreras , la magdalena contreras, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09009611611000121000000000U1,10635662,ACADEMIA DE ARTES STUDIO 18,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,GUADALUPE VICTORIA,,,SAN ANTONIO TECOMITL,12100,"SAN ANTONIO TECÓMITL                                                                                          , Milpa Alta, CIUDAD DE MÉXICO",5519233129,,,Fijo,-98.99477327,19.21862248,,,,0401,022,611611,,61,611,6116,61161,,PUEBLO,2024-11,090090011,academia de artes studio 18,,escuelas de arte del sector privado,0 a 5 personas,san antonio tecomitl,"san antonio tecomitl , milpa alta, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09002611611000481000000000U4,10993961,ACADEMIA DE BAILE,,Escuelas de arte del sector privado,0 a 5 personas,AVENIDA,AQUILES SERDAN,1025,,EL ROSARIO,02430,"AZCAPOTZALCO                                                                                                  , Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.20513044,19.50291025,CENTRO Y PLAZA COMERCIAL,TOWN CENTER,N 07,0928,009,611611,17,61,611,6116,61161,,COLONIA,2024-11,090020001,academia de baile,,escuelas de arte del sector privado,0 a 5 personas,el rosario,"azcapotzalco , azcapotzalco, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09005713943002891010000000U9,670685,ACADEMIA DE BAILE,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,FRANCISCO VILLA,1,,ZONA ESCOLAR,07230,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",5584598722,,,Fijo,-99.14882102,19.5431961,,,,0173,021,611611,,61,611,6116,61161,,COLONIA,2014-12,090050001,academia de baile,,escuelas de arte del sector privado,0 a 5 personas,zona escolar,"gustavo a. madero , gustavo a. madero, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09005713943004371000000000U0,10649878,ACADEMIA DE BAILE,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,NORTE 86,5619,,GERTRUDIS SÁNCHEZ TERCERA SECCIÓN,07839,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",5564875067,,,Fijo,-99.10060716,19.46275714,,,,2095,007,611611,,61,611,6116,61161,,COLONIA,2024-11,090050001,academia de baile,,escuelas de arte del sector privado,0 a 5 personas,gertrudis sanchez tercera seccion,"gustavo a. madero , gustavo a. madero, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09007713943004642001000000U0,7192608,ACADEMIA DE BAILE,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,MANZANO,5,,SAN JUAN XALPA,09850,"IZTAPALAPA                                                                                                    , Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.07912219,19.33416736,,,,2831,010,611611,,61,611,6116,61161,,COLONIA,2019-11,090070001,academia de baile,,escuelas de arte del sector privado,0 a 5 personas,san juan xalpa,"iztapalapa , iztapalapa, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09007713943005421000000000U8,8635515,ACADEMIA DE BAILE,ALBERTO PEÑALOZA,Escuelas de arte del sector privado,0 a 5 personas,CALLE,XOCHITEPANGO,15,,TENORIOS,09680,"IZTAPALAPA                                                                                                    , Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.02163384,19.33472029,,,,3238,001,611611,,61,611,6116,61161,,COLONIA,2019-11,090070001,academia de baile,alberto penaloza,escuelas de arte del sector privado,0 a 5 personas,tenorios,"iztapalapa , iztapalapa, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09011611611000212000000000U4,1052591,ACADEMIA DE BAILE,,Escuelas de arte del sector privado,0 a 5 personas,AVENIDA,TLAHUAC,6380,,ZAPOTITLAN,13300,"TLÁHUAC                                                                                                       , Tláhuac, CIUDAD DE MÉXICO",,,,Fijo,-99.03609198,19.2964827,,,,0039,020,611611,,61,611,6116,61161,,COLONIA,2010-07,090110001,academia de baile,,escuelas de arte del sector privado,0 a 5 personas,zapotitlan,"tlahuac , tlahuac, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
denue,denue_cdmx_sector_61_servicios_educativos,2026-07-08T11:16:14Z,2026-07-08,20260708T111509Z,09012611611000811000000000U1,10042193,ACADEMIA DE BAILE,,Escuelas de arte del sector privado,0 a 5 personas,CALLE,BOSQUES,,14,BOSQUES DEL PEDREGAL,14738,"TLALPAN                                                                                                       , Tlalpan, CIUDAD DE MÉXICO",5527133646,,,Fijo,-99.23962075,19.27032309,,,,1509,037,611611,,61,611,6116,61161,,COLONIA,2024-11,090120001,academia de baile,,escuelas de arte del sector privado,0 a 5 personas,bosques del pedregal,"tlalpan , tlalpan, ciudad de mexico",capacitacion_otros,False,False,False,0 a 5 personas
