_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,clee,id_establecimiento,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo_establecimiento,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,fecha_alta,area_geo,nombre_clean,razon_social_clean,clase_actividad_clean,estrato_clean,colonia_clean,ubicacion_clean,nivel_educativo_estimado,flag_universidad,flag_media_superior,flag_educacion_basica,estrato_ocupacion_estimado
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312000665002000000U5,1061157,AUDITORIA INTERNA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,6 a 10 personas,CALLE,CIRCUITO CENTRO CULTURAL,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,JOSE.MONTERO@PATRONATO.UNAM.MX,JWWW.PATRONATO.UNAM.MX,Fijo,-99.18590793,19.31145341,,,,0770,020,611312,,61,611,6113,61131,,CIUDAD,2010-07,090030001,auditoria interna,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,6 a 10 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09016611122000583020000000U5,686157,BENEMERITA ESCUELA NACIONAL DE MAESTROS,SECRETARIA EDUCACION PUBLICA,Escuelas de educación superior del sector público,251 y más personas,CALZADA,MEXICO TACUBA,75,,UN HOGAR PARA NOSOTROS,11330,"MIGUEL HIDALGO                                                                                                , Miguel Hidalgo, CIUDAD DE MÉXICO",,,,Fijo,-99.16731034,19.44470385,,,,0088,006,611312,,61,611,6113,61131,,COLONIA,2014-12,090160001,benemerita escuela nacional de maestros,secretaria educacion publica,escuelas de educacion superior del sector publico,251 y mas personas,un hogar para nosotros,"miguel hidalgo , miguel hidalgo, ciudad de mexico",superior_universitaria,True,False,False,251 y más personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003519122000174001000000U4,7717392,BIBLIOTECA CENTRAL DIRECCION GENERAL DE BIBLIOTECAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,251 y más personas,CIRCUITO,ESCOLAR,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5556221625,BCENTRAL@DGB.UNAM.MX,WWW.DGB.UNAM.MX,Fijo,-99.18121942,19.33084064,,,,0770,007,611312,,61,611,6113,61131,,COLONIA,2019-11,090030001,biblioteca central direccion general de bibliotecas,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,251 y mas personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,251 y más personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312000353000000000U8,907469,BICIPUMA,DIRECCION GENERAL DE SERVICIOS GENERALES Y DE MOVILIDAD UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,51 a 100 personas,AVENIDA,ANTONIO DELFIN MADRIGAL,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5556225535,BICIPUMA@DGSGM.UNAM.MX,WWW.DGSGM.UNAM.MX,Fijo,-99.1744871,19.32367584,,,,0770,028,611312,,61,611,6113,61131,,COLONIA,2014-12,090030001,bicipuma,direccion general de servicios generales y de movilidad universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,51 a 100 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,51 a 100 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09005561431001482011000000U7,846586,C.A.E. MANUEL L. STAMPA ORTIGOZA,CENTROS DE APOYO,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,MANUEL DE ANDA Y BARREDO,,,NUEVA INDUSTRIAL VALLEJO,07738,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,CAEMLSO@IPN.MX,,Fijo,-99.13623384,19.49775521,,,,0718,002,611312,,61,611,6113,61131,,COLONIA,2010-07,090050001,c.a.e. manuel l. stampa ortigoza,centros de apoyo,escuelas de educacion superior del sector publico,11 a 30 personas,nueva industrial vallejo,"gustavo a. madero , gustavo a. madero, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09014611698000833011000000U8,8539382,CAP DIGITAL TRAINING CENTER AUDIO MUSICAL PRODUCTION,CREATIVE ADVANCE PRODUCTION DIGITAL,Escuelas de educación superior del sector privado,6 a 10 personas,CALLE,PILARES,120,,DEL VALLE CENTRO,03100,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",5549902508,CAPDIGITAL.INFO@GMAIL.COM,WWW.CAPDIGITAL.COM.MX,Fijo,-99.17032934,19.37885997,,,,0609,005,611311,1,61,611,6113,61131,EDIFICIO SIN NOMBRE,COLONIA,2019-11,090140001,cap digital training center audio musical production,creative advance production digital,escuelas de educacion superior del sector privado,6 a 10 personas,del valle centro,"benito juarez , benito juarez, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611162000284001000000U8,9298804,CASA DE LA PRIMERA IMPRENTA DE AMERICA,UNIVERSIDAD AUTONOMA METROPOLITANA,Escuelas de educación media superior del sector público,11 a 30 personas,CALLE,LICENCIADO VERDAD,10,,CENTRO,06060,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.13083335,19.43373692,,,,0771,010,611162,,61,611,6111,61116,,COLONIA,2020-11,090150001,casa de la primera imprenta de america,universidad autonoma metropolitana,escuelas de educacion media superior del sector publico,11 a 30 personas,centro,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,True,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312001313000000000U1,1059342,CASA DE LAS HUMANIDADES,UNIVERSIDAD AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,PRESIDENTE VENUSTIANO CARRANZA,162,,SANTA CATARINA,04010,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.16519137,19.34785133,,,,0130,001,611312,,61,611,6113,61131,,COLONIA,2014-12,090030001,casa de las humanidades,universidad autonoma de mexico,escuelas de educacion superior del sector publico,11 a 30 personas,santa catarina,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611312000223000000000U7,1059343,CASA UNIVERSITARIA DEL LIBRO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,ORIZABA,24,,ROMA NORTE,16700,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.16078574,19.42277837,,,,1002,009,611312,,61,611,6113,61131,,COLONIA,2014-12,090150001,casa universitaria del libro,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,11 a 30 personas,roma norte,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09016611431000183011000000U9,765021,CASECA,CONSEJO DE ACREDITACION EN LA ENSEÑANZA DE LA CONTADURIA Y ADMINISTRACION,Escuelas de educación superior del sector privado,0 a 5 personas,CIRCUITO,INTERIOR CALZADA MELCHOR OCAMPO,193,,VERÓNICA ANZURES,11300,"MIGUEL HIDALGO                                                                                                , Miguel Hidalgo, CIUDAD DE MÉXICO",,,,Fijo,-99.17076301,19.43497204,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE A,502,0603,021,611311,21,61,611,6113,61131,,COLONIA,2010-07,090160001,caseca,consejo de acreditacion en la ensenanza de la contaduria y administracion,escuelas de educacion superior del sector privado,0 a 5 personas,veronica anzures,"miguel hidalgo , miguel hidalgo, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611311002241000000000U9,12284665,C-DOMO,C-DOMO,Escuelas de educación superior del sector privado,0 a 5 personas,CALLE,LONDRES,47,,JUÁREZ,06600,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,8310PROMETIC@GMAIL.COM,,Fijo,-99.15950924,19.42761076,,,,0841,008,611311,,61,611,6113,61131,,COLONIA,2026-04,090150001,c-domo,c-domo,escuelas de educacion superior del sector privado,0 a 5 personas,juarez,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09007611312000143000000000U4,11501479,CEDE IZTAPALAPA INGENIERIAEN GESTION INTEGRADA DEL AGUA,ORGANISMO COORDINADOR DE LAS UNIVERSIDADES PARA EL BIENESTAR BENITO JUAREZ GARCIA,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,REFORMA ECONOMICA PRIMERA DE FORD,,,REFORMA POLÍTICA,09730,"IZTAPALAPA                                                                                                    , Iztapalapa, CIUDAD DE MÉXICO",,AA.IZTAPALAPA@GMAIL.COM,WWW.UBBJ.GOB.MX,Fijo,-99.03243866,19.34294425,,,,4999,010,611312,,61,611,6113,61131,,COLONIA,2024-11,090070001,cede iztapalapa ingenieriaen gestion integrada del agua,organismo coordinador de las universidades para el bienestar benito juarez garcia,escuelas de educacion superior del sector publico,11 a 30 personas,reforma politica,"iztapalapa , iztapalapa, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09010611311000351000027401S9,6853296,CEDIM,CENTRO DE ESTUDIOS SUPERIORES DE DISEÑO DE MONTERREY,Escuelas de educación superior del sector privado,0 a 5 personas,CALLE,ANTONIO DOVALÍ JAIME,170,4,SANTA FE,1219,"ÁLVARO OBREGÓN                                                                                                , Álvaro Obregón, CIUDAD DE MÉXICO",8112551069,JFAJARDO@CEDIM.EDU.MX,,Fijo,-99.25980105,19.36721475,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO GERMAN CENTRE,SN,1542,036,611311,20,61,611,6113,61131,EDIFICIO SIN NOMBRE,COLONIA,2018-11,090100001,cedim,centro de estudios superiores de diseno de monterrey,escuelas de educacion superior del sector privado,0 a 5 personas,santa fe,"alvaro obregon , alvaro obregon, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09007931610000633012003379S4,662369,CENEVAL,CENTRO NACIONAL DE EVALUACION PARA LA EDUCACION SUPERIOR,Servicios de apoyo a la educación,31 a 50 personas,CALLE,AZAFRÁN,116,,GRANJAS MÉXICO,8400,"IZTACALCO                                                                                                     , Iztacalco, CIUDAD DE MÉXICO",5553229200,INFORMACION@CENEVAL.EDU.MX,WWW.CENEVALEDU.MX,Fijo,-99.10984082,19.40240388,EDIFICIO COMERCIAL Y DE SERVICIOS,CENEVAL,116,0293,002,611710,1,61,611,6117,61171,EDIFICIO SIN NOMBRE,COLONIA,2014-12,090060001,ceneval,centro nacional de evaluacion para la educacion superior,servicios de apoyo a la educacion,31 a 50 personas,granjas mexico,"iztacalco , iztacalco, ciudad de mexico",superior_universitaria,True,False,False,31 a 50 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09010611710000136002003379S7,6865528,CENEVAL,CENTRO NACIONAL DE EVALUACION PARA LA EDUCACION SUPERIOR,Servicios de apoyo a la educación,0 a 5 personas,AVENIDA,CAMINO AL DESIERTO DE LOS LEONES,37,,SAN ÁNGEL,1000,"ÁLVARO OBREGÓN                                                                                                , Álvaro Obregón, CIUDAD DE MÉXICO",5553229200,INFORMACION@CENEVAL.EDU.MX,WWW.CENEVAL.EDU.MX,Fijo,-99.188093,19.34986821,EDIFICIO COMERCIAL Y DE SERVICIOS,CENEVAL,37,1059,028,611710,1,61,611,6117,61171,EDIFICIO SIN NOMBRE,COLONIA,2019-04,090100001,ceneval,centro nacional de evaluacion para la educacion superior,servicios de apoyo a la educacion,0 a 5 personas,san angel,"alvaro obregon , alvaro obregon, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09010611311000177002003379M8,6318133,CENEVAL,CENTRO NACIONAL DE EVALUACION PARA LA EDUCACION SUPERIOR,Servicios de apoyo a la educación,251 y más personas,CALLE,CAMINO AL DESIERTO DE LOS LEONES,19,,SAN ÁNGEL,1000,"ÁLVARO OBREGÓN                                                                                                , Álvaro Obregón, CIUDAD DE MÉXICO",,DIRECCIONDEADMINISTRACION@CENEVAL.EDU.MX,WWW.CENVAL.EDU.MX,Fijo,-99.18791117,19.34993097,EDIFICIO COMERCIAL Y DE SERVICIOS,CENEVAL,19,1059,028,611710,,61,611,6117,61171,,COLONIA,2010-07,090100001,ceneval,centro nacional de evaluacion para la educacion superior,servicios de apoyo a la educacion,251 y mas personas,san angel,"alvaro obregon , alvaro obregon, ciudad de mexico",superior_universitaria,True,False,False,251 y más personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09016611311000155000000000U1,6307873,CENTRO,CENTRO DE DISEÑO Y COMUNICACION,Escuelas de educación superior del sector privado,251 y más personas,AVENIDA,CONSTITUYENTES,455,,AMÉRICA,11820,"MIGUEL HIDALGO                                                                                                , Miguel Hidalgo, CIUDAD DE MÉXICO",5519708181,AVALDEZ@CENTRO.EDU.MX,WWW.CENTRO.EDU.MX,Fijo,-99.20418951,19.40501812,,,,1090,012,611311,,61,611,6113,61131,,COLONIA,2010-07,090160001,centro,centro de diseno y comunicacion,escuelas de educacion superior del sector privado,251 y mas personas,america,"miguel hidalgo , miguel hidalgo, ciudad de mexico",superior_universitaria,True,False,False,251 y más personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611172000053001000000U2,6474465,CENTRO COMUNITARIO DR JULIAN MAC GREGOR Y SANCHEZ NAVARRO,FACULTAD PSICOLOGIA UNAM,Escuelas del sector público que combinan diversos niveles de educación,6 a 10 personas,CALLE,TECACALO,24,,ADOLFO RUIZ CORTINES,04630,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5515588261,CENTRO.MCGREGOR@UNAM.MX,WWW.PSICOLOGIA.UNAM.MX,Fijo,-99.14688108,19.32047496,,,,0840,031,611172,,61,611,6111,61117,,COLONIA,2016-01,090030001,centro comunitario dr julian mac gregor y sanchez navarro,facultad psicologia unam,escuelas del sector publico que combinan diversos niveles de educacion,6 a 10 personas,adolfo ruiz cortines,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015624112000064011000000U4,1000477,CENTRO CULTURAL CASA TALAVERAUNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,UACM,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,JUAN JOSE BAZ,20,,CENTRO,06990,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",5555429963,,,Fijo,-99.12760888,19.42822989,,,,0911,001,611312,,61,611,6113,61131,,COLONIA,2010-07,090150001,centro cultural casa talaverauniversidad autonoma de la ciudad de mexico,uacm,escuelas de educacion superior del sector publico,11 a 30 personas,centro,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09012611311000011000000000U5,6323728,CENTRO CULTURAL ITACA,CENTRO CULTURAL ITACA,Escuelas de educación superior del sector privado,101 a 250 personas,CALLE,JOSÉ MARÍA MORELOS,12,,DEL NIÑO JESÚS,14080,"TLALPAN                                                                                                       , Tlalpan, CIUDAD DE MÉXICO",,ADMINISTRACION@I.EDU.MX,I.EDU.MX,Fijo,-99.15982291,19.28566718,,,,0962,003,611311,,61,611,6113,61131,,COLONIA,2010-07,090120001,centro cultural itaca,centro cultural itaca,escuelas de educacion superior del sector privado,101 a 250 personas,del nino jesus,"tlalpan , tlalpan, ciudad de mexico",superior_universitaria,True,False,False,101 a 250 personas
